,Ywhaq,Senp7,Abhd17c,Cabp7,Ikzf5,Nbr1,Ppp1r9b,Il6r,Cnrip1,Gria4,Leng8,Gadd45a,Stk4,Trak1,Virma,Raet1l,Prkaa1,Apbb3,Taf12,Tmem177,Serinc5,Pttg1ip,Sdf2,Inpp1,Amt,Adgrl2,Appbp2,Satb2,Oxtr,Rbpms2,Map7d1,Acly,Adamts9,Marcks,N4bp1,Hic2,Gata2,Igsf8,MGC114246,Tor1b,Mrc1,Nup210,Ppp1r1c,Ppt2,Ambra1,Grb7,Rpgrip1l,Rnd3,Csf1,Usp42,Nme4,Foxa2,Sptssa,Acsbg1,Rnps1,Cers3,Paip1,Ngf,Ralb,Mprip,Gem,Tfap2b,Dolpp1,Plcl2,Mier3,Pax6,Myef2,Adamts12,Ube3b,Tfap2a,Npepps,Reln,Terb2,Uhrf1bp1l,Desi2,Astn1,Hook1,Nova1,Nfxl1,Usp32,Ublcp1,Slc35a2,Pitpnm1,Tsc22d2,Snrpc,Fut4,Ndfip2,Rps6kb1,Dcaf15,Dcun1d1,Ascc3,Homer1,Epn2,Pparg,Aak1,Casp7,Snap47,Twistnb,Smurf2,Lsm10,Slc36a4,RGD1561958,Socs5,Tmem170a,Adrb2,Vps13a,Ttyh3,Fign,Tent5a,Nfya,P4ha2,Kirrel3,Stag1,Ahrr,St14,Csnk1g3,Gosr2,Coro6,Serpini1,Ezr,Adam19,Stam,Rrh,Dhx15,Car2,Gxylt1,Rasd1,Ywhag,Ndrg1,Mylk,Mospd2,Hectd2,Tm9sf2,Gap43,Rnf138,Rnf168,Slc35a1,Zfp287,Tle3,Nacc2,Stxbp1,Zc3h6,Ypel2,Pde8b,Eci2,Klhl29,Mau2,Rgs1,Myadm,Radx,Appl2,H2afz,Pla2r1,Arf4,Angel2,Nr2f6,Tox,RGD1560108,Pik3ca,Cnih4,Mycn,Isca2,Cdh11,Sumf1,Pik3cb,Sgcb,Slain2,Fat3,Scyl3,Myt1l,Apol9a,Igf2bp2,Zfp644,Tubb5,Stk38,Coil,Dnajc6,Cldn11,Stradb,Slc7a1,Zmat4,Prpf40a,Ppp2r5e,Mmgt2,Pdik1l,Zfp512b,Gpr75,Chek1,Ppp6r1,Gltp,Hipk1,Alkal2,B4galt3,Ptp4a2,Peg3,Ankrd42,Larp6,Trmt9b,Tmem65,Ssr1,Cand1,Bhlhe22,Map3k9,Ltbp1,Grb2,Ythdf2,Slc35f1,Adrb3,Tgif1,Ugt8,Cipc,Dclk1,Prpf38b,Slc25a25,Nek6,Ddx52,Slc18a2,Tnfaip6,Stat5b,Cxcl12,Tmem135,Zmat3,Phf3,Pard6b,Rfc1,Megf9,Ctag2,Ucp3,Chrdl1,Rnf14,Uqcrfs1,Slit2,Dlx3,Tob1,Smim15,Bnip3l,Ralgapb,Mab21l2,Vstm4,Lypla1,Asah2,Tex29,Cep95,G6pd,Slc6a1,Ebpl,Ppp1r3b,Afap1l1,Bach2,Zfyve16,Apobec3,Zhx1,Cyb561d1,Ttc14,Tcerg1,Ubp1,Cltc,Tspyl4,Nabp1,Agap1,Insr,Dcun1d4,Mtmr10,Mettl15,Shroom2,Nr3c1,Tox4,Exoc3l4,Cbx2,Rsbn1l,Eif3j,Rap1a,Ammecr1l,Ppif,Ccne2,Polr3d,Cox15,Ttc7b,Dennd5a,Wasf1,Fam210a,Rdx,Thap12,Adgrg2,RGD1305464,Acer1,Vwa3a,Inpp4a,Cdc34,Lipt2,Rgma,Sgk1,Arpc5,Ubac2,Lrig2,Mknk2,Akirin1,Amotl2,Esrrg,Anks1a,Kif2b,Reep3,Pgrmc1,Elf5,Ddx19b,Pcsk9,Cnot6l,Sorcs3,Ccnj,Limk1,Ppp1r10,Dusp1,Sell,Fos,Enpp4,MGC95208,Clec1a,Usp34,Plk2,Stk39,Wnt9b,Pbx2,Chka,Mgarp,Dock7,Aen,Ddx19a,Tnrc6a,Fam193b,Cxcr3,Pdia5,Ptprj,Begain,Nap1l3,Apaf1,Bap1,Cdk13,Snap91,Tspan5,Cdk8,Cnr1,Usp48,Ppp4r4,Npc2,Nme6,Mboat2,Szrd1,Saxo2,Srd5a1,Mboat7,RGD1307100,Prickle2,Pdk1,Myct1,Utp23,Abcb9,Cpsf4,Rnf145,Map4k4,Zwint,Myt1,B3galt1,Frk,Rbm41,Zfp458,Nupl2,Itga11,Axin2,Map3k7,Ccdc134,Zfp532,Fhl1,Pla2g6,Foxp4,C1galt1,Ing5,Nup160,Cript,Ep400,Ctsql2,Ube2v1,Dusp7,Pank1,Errfi1,Tmem110,Runx1,Ing2,Sec16b,Ankrd17,Zfp292,Slitrk1,Ing3,Crbn,Fbxo33,Agmo,Chsy1,Poglut1,St6galnac5,Sec14l1,Tbp,Socs6,Has2,Pomk,Brsk1,Mgrn1,RSA-14-44,Wdr47,Ppfia1,Atp7a,Cacna1c,Rbm26,Olr1,Gcc2,Rnf139,Acss3,Klhl6,Inhbb,Trmt10c,Rer1,Gata6,Ddit4,Myh2,Nudcd1,Tgfbr1,Nrcam,Fbxl12,Esrp1,Dram2,Fosb,Slc2a12,Cyp26b1,Zfand6,Setd5,Epm2aip1,Ppp1r15b,Kcnk2,RGD1309748,Zcchc24,Mmgt1,Xpnpep2,Trhde,Vcan,Rasgrp1,Camta1,Bicc1,Dip2c,Marcksl1,Peli2,Ap1s2,Zc3h13,Lpar6,Klf6,Pbx1,Plpp6,Sema6d,Fnip1,Tmpo,Cdc7,Cpne8,Zeb1,Smad4,Rad17,Scd,Cab39,Rock2,Psma1,Dnase2b,Rasef,Slc7a11,Rph3al,Ak2,Rras2,Tram1l1,Nrbp1,Cep55,Etaa1,Ptpn21,Bclaf3,Cops8,Plcb1,Ube2n,Git2,Pom121,Exog,Adgrb3,Yipf1,Abhd17b,Rsad2,Mtmr7,Neurl4,Retreg3,Hmg20a,Unc13c,Zkscan7,Trappc8,Spsb4,Btnl7,Fut9,St8sia3,Tgfa,Mdm4,Pds5b,Naa11,Mindy3,C2cd2,Kbtbd8,Kcnk5,Utp11,Grin2a,Gtf2e1,Zfp819,Fam214a,Dcdc2,Azin1,Limk2,Lamp1,Mapk6,Lhfpl6,Rab1a,Hhip,Ppm1l,Sim1,Gtf3c4,Cnot7,Mycbp,Sema3f,Tln1,Tmem41b,Dstyk,Dtx2,Usp46,Wbp4,Pkd1,Usp33,Gsta3,Phtf2,Ranbp10,Ncald,Oxr1,Sbk1,Cldn12,Eef1akmt2,Nol4,Clec7a,RGD1304694,Tada2b,Dot1l,Tsr2,Rev3l,Mybl1,Elmod2,Rgs8,Unc5c,Gabpa,Slc30a4,Paqr9,B4galt4,Mtfr1l,Pkia,Col2a1,Spast,Fzd4,Mmp15,Psip1,Cdk16,Ndst1,Nufip1,Poll,Tmem266,Smarcad1,Bag5,Gtf2h1,Aqp6,Apob,Fam91a1,Mamdc4,Sfr1,Slc6a15,Dnajc27,Plxnd1,Plppr4,Hip1,Gja1,Ubxn2b,RGD1562136,Itgal,Tubb3,Ranbp6,Chn1,Clasp2,Hyal4,Gal3st3,Wdr20,Flrt3,Sfrp1,Tiam1,Sulf1,E2f6,Gca,Kcnj3,Cbr4,Nudt4,Kmt5b,Pnkd,Rnf165,Jun,Cav2,Slc23a1,Gas7,MGC94207,Rbm47,Hnf1b,Ptprf,Hey2,Fbxo5,Mgat2,LOC301165,Rab21,Matr3,Zfp385a,Zfhx4,RGD1566386,Nrarp,Btg2,Jam3,Sstr1,Tnfrsf26,Siglec5,Best3,Aco1,Gata4,Ifnar1,Spta1,Capn15,St6galnac3,Fermt2,Rreb1,L2hgdh,Hlx,Dusp5,Cblb,Ankhd1,Lamc1,Arhgap1,Nap1l5,Cggbp1,Ripk2,Gabarapl2,Serinc1,Cdkn1b,Rbfox1,Trim23,Med8,Gpx5,B3gnt5,RGD1307947,Clk2,4-Sep,Capn6,Rims1,Pex11a,RGD1308117,Ube2d1,Chst10,Chd5,Bora,Adcyap1r1,Cdip1,Nipal4,Ywhah,Add1,Zc3h7a,Ugt2b7,Zfp655,Gspt1,Aldh5a1,Aifm2,Cox18,Optn,Snx27,Spryd7,Arrb2,Rbm24,Dcp2,Ago3,Mageb18,Nphp3,Edem1,Abca8a,Sowahc,Sptlc2,Cdc25a,Arhgef37,Selenot,Cul3,Rarb,LOC680039,Zfpm2,Ube2d3,Crat,Lrp1,Tyw5,Ctsm,Zfr,Slc38a2,Smim13,Map1b,Prpf4b,Arhgap21,Ywhab,Pcdh19,Xpo4,Nfe2l2,Prkcb,Oat,Zbtb39,2-Mar,B3gnt7,Herc3,Epc1,Ncoa1,Nefm,Efhd2,Adpgk,Zfp143,Aldh1a1,Hoxd10,Ier5,Igsf10,Armt1,E2f7,Sorl1,Usp49,Tbl1xr1,Ppp3r1,Golga7,Sesn1,Tfpi2,Supt20h,Ahctf1,Hnrnpf,Epha2,Synj1,Cep41,Canx,Prkcz,Insyn2,Slc34a2,Abcd1,Sntg2,Spag9,Mrap,Dpy19l1,Helz2,Adamts10,Mpped2,Atp1b3,Hmgb3,Tmed5,Hbegf,Ccp110,Etnk1,Kdr,Snx16,Tyms,Evi5,Gpc2,Gatc,Gpm6a,Wrb,Ddi2,Rheb,Ctnnal1,Aftph,Tspan14,Med1,Swt1,Trim63,Ino80,Pla2g3,Tmem30c,Tmem115,Gpr158,Xkr8,Cnot1,Epb41l4a,Pald1,Ulk2,Msantd4,Rem2,Slc7a6,Rbsn,Calu,Tcte1,Acta2,Fndc8,Aldh1a2,Rfx7,Auh,Ube3a,Stx5,Soat2,Osgepl1,Tnfrsf1b,Mex3c,Wsb1,Cth,Mdfi,Ralbp1,Bcl2l11,Vangl2,Blcap,Rgl1,Gon7,Spry2,Tril,Zfp652,Elmod1,Ccr5,Pkn2,Sik1,Khdrbs1,Brpf1,Map4k3,Gab1,Irs2,Tmem237,Acot7,Fras1,Cfl2,Zdhhc23,Slc6a9,Dagla,Atp13a2,Pkdcc,Nap1l2,Bex3,Pcmtd1,Apopt1,Zfp189,Plau,Arhgap12,Plekho1,Lhfpl2,Reep1,Brd3,Shmt2,Lpar1,Dmrt3,Klf12,Gpc5,Nol8,Zswim7,Matn3,Mmd,Txnrd1,Ror1,Fam133b,Elp1,Lpcat2,Sms,Foxo1,Vav2,Pbx3,Mthfs,Il6,Ccnk,Map3k14,LOC100125362,Fads1,Gnb3,Ptprm,Crebrf,Kctd17,Skp2,Ccm2,Rpe65,Rab34,Tbk1,Pcdh9,Bicdl1,Mdfic,Hadha,Slco4a1,Kif16b,Ptpn13,Ppm1b,Smarca5,Ppp4r2,Mad2l1bp,Tbkbp1,S100a3,Rab11fip4,Gpr132,Fam135a,Tnpo1,Rtca,Slit3,Ntng1,Nemp2,Mmd2,Ccdc71,Thrb,Pde3b,Phex,Tmem54,Lgalsl,Cdk17,Slc12a9,En2,Pgm2l1,Ldlrad4,Abhd18,Unc119b,Nav2,Runx2,Cdx2,Tex37,Cercam,Grid2ip,Sec24a,Nsd2,Actr3,Liph,Klf3,Fam234b,Ercc6,Stk35,Uqcc1,Aff4,Acsl1,Pdxp,Calcr,Ppp1r13b,Wdr37,Scel,Cpsf6,Tceanc2,Osbpl11,Kdelr2,Ankrd44,Six4,Tra2b,Nod2,Tgfb2,Ssbp3,Jph3,Adora2b,Prl3b1,Urgcp,Mapk8,Aarsd1,Stk40,Mllt10,Diaph1,Elavl2,Rnmt,Cds1,Nkd1,Hapln2,Hcn4,Mpp6,Afdn,Cyp2j3,Abhd6,Arih1,S1pr1,Atxn1,Tmprss2,Ppp1r18,Tnrc6b,Adamts15,Mrpl47,Frs3,Pik3c2a,Casp2,Mier1,Ccl28,Vdac3,Itga6,Cxcl13,Mal2,Slc24a3,Psd4,Dkk2,Ric3,Elavl4,Trak2,Smim3,Zfp275,Tox3,Slc24a2,Tyk2,Ppp1r3a,Hmgb2,Dyrk2,Pnrc1,Edn1,Kctd8,Syvn1,Nup107,Gls,Hykk,Fcho2,Magohb,Rnf2,Stard13,Nptn,Gpr22,Sos2,Tlk2,Srsf1,Edrf1,Pdgfra,Yaf2,Ptafr,Fmr1,Cdk19,Ccdc93,Senp6,Tsc22d1,Bmp3,Kcna4,B3galt2,Lcp2,Kdm3a,Adm,Sbno1,Cbfb,Pxdn,Pitx2,Slc35d2,Atp6v1a,Mnx1,Magee2,LOC100125364,Hnf4g,Apba1,Melk,Hltf,Kat7,Slc20a1,Dnajb9,Ubxn8,Myh10,Cmtm7,Vsig10,Tnrc18,Masp1,Ppargc1b,Ckap4,Ebf2,Pdia6,Atpaf1,Zfyve26,Gatm,RGD1306941,Plcxd2,Pax9,Ebf3,Plaa,Ptpn12,Tmem168,Vstm5,Dgcr8,Nr1d2,Grin2d,Tgfbr3,Slc19a2,Rnf38,Tent4b,Rnf146,Trmt6,Rpusd3,Cdc40,B3galt4,Meox2,Dusp3,Ints2,Rtf1,Nck2,Eloc,Ankrd40,Limd2,Zfp583,Ndst2,Entpd5,Faslg,Car5b,Mbd6,Foxj3,Pcdhb6,Snn,Aqp11,Gfer,Meis2,Zfp282,Gtpbp3,Dr1,Eif3a,Npepl1,Rtn4rl1,H2afx,Plekha8,Prr9,Fbxo9,Tmem198b,Wnk1,Nsun6,Rfx6,Nptx1,Tmem243,Prdm1,Akap12,Col4a3bp,Nrg1,Wnt9a,Rcn1,Xkr6,Nuak2,Ppm1d,Add3,Ccdc47,Prkaa2,Insig1,Mboat7l1,Ppp1cc,Ets1,Ret,Arfip1,Robo2,Fn1,Akap11,Hgh1,RGD1560065,B4galt5,Atl2,Ccdc22,Cdc14a,Rapgef2,Mylip,Elf2,Usp25,Gnpnat1,Usp45,Ddx5,Sacm1l,Nr3c2,Ctnnd2,Stat2,Pou3f2,Rtn3,Gng5,Bet1l,Samd4b,Galnt18,Gp1ba,Nus1,Zfp36l2,Thoc2,Naf1,Ehhadh,Chodl,Sft2d1,Eya4,Eif2b5,Usp5,Taf9b,Rap2c,Lats2,Fas,Lin28a,Sesn3,Acvr1c,Entpd6,Tmem38b,Poldip3,Uba6,Arfgef1,Ccnt2,Col4a1,Prtg,Abhd13,Cdh17,Gpsm1,Chuk,Irgq,Hip1r,Pde7a,Med4,Arl6ip1,Creb5,Casc4,Itga5,Ipmk,LOC497899,Gpr180,Ugcg,Ncoa6,RGD1560958,Dnajb5,Gad1,Cckbr
rno-miR-200b-3p,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
rno-miR-221-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
